complaint_date,borough,total_complaints,high_severity_complaints,medium_severity_complaints,other_severity_complaints,weekend_complaints,total_complaints_ma7
2024-12-16,(Null),5,0,0,0,0,5.57
2023-03-15,(Null),5,0,0,0,0,3.0
2023-10-03,(Null),5,0,0,0,0,2.29
2023-06-14,(Null),5,0,0,0,0,2.43
2024-07-11,(Null),5,0,0,0,0,5.0
2023-01-27,(Null),6,0,0,0,0,2.43
2023-04-27,(Null),6,0,0,0,0,3.29
2023-10-12,(Null),6,0,0,0,0,3.71
2023-02-01,(Null),6,0,0,0,0,3.43
2023-11-06,(Null),6,0,0,0,0,3.71
2024-10-19,(Null),6,0,0,0,6,4.29
2024-08-06,(Null),6,0,0,0,0,2.71
2024-12-12,(Null),6,0,0,0,0,5.71
2023-04-14,(Null),6,0,0,0,0,2.71
2024-12-06,(Null),6,0,0,0,0,6.29
2023-10-16,(Null),6,0,0,0,0,4.43
2023-12-01,(Null),6,0,0,0,0,5.43
2024-06-28,(Null),6,0,0,0,0,3.57
2023-06-01,(Null),6,0,0,0,0,3.71
2023-10-06,(Null),6,0,0,0,0,3.29
2022-12-09,(Null),6,0,0,0,0,3.71
2024-06-05,(Null),6,0,0,0,0,3.14
2023-12-02,(Null),6,0,0,0,6,5.29
2024-12-18,(Null),6,0,0,0,0,4.71
2024-12-10,(Null),6,0,0,0,0,6.57
2023-02-08,(Null),6,0,0,0,0,3.0
2023-10-25,(Null),6,0,0,0,0,3.43
2024-08-15,(Null),6,0,0,0,0,3.43
2023-09-12,(Null),6,0,0,0,0,3.14
2024-10-29,(Null),6,0,0,0,0,4.14
2024-09-20,(Null),6,0,0,0,0,3.57
2024-12-03,(Null),6,0,0,0,0,4.57
2024-07-24,(Null),6,0,0,0,0,3.57
2024-10-18,(Null),6,0,0,0,0,4.0
2024-11-30,(Null),6,0,0,0,6,3.86
2023-11-12,(Null),6,0,0,0,6,4.0
2024-06-27,(Null),6,0,0,0,0,3.43
2023-11-03,(Null),7,0,0,0,0,2.86
2023-07-01,(Null),7,0,0,0,7,4.0
2023-01-12,(Null),7,0,0,0,0,3.29
2023-08-16,(Null),7,0,0,0,0,3.29
2024-09-12,(Null),7,0,0,0,0,5.14
2024-07-12,(Null),7,0,0,0,0,4.57
2022-11-18,(Null),7,0,0,0,0,7.0
2023-11-24,(Null),7,0,0,0,0,3.43
2022-11-23,(Null),7,0,0,0,0,4.5
2023-12-04,(Null),7,0,0,0,0,5.43
2023-11-25,(Null),7,0,0,0,7,4.0
2023-11-28,(Null),7,0,0,0,0,5.14
2024-10-21,(Null),7,0,0,0,0,4.57
2024-12-09,(Null),7,0,0,0,0,6.57
2023-12-05,(Null),8,0,0,0,0,5.57
2024-09-07,(Null),8,0,0,0,8,4.0
2024-07-10,(Null),8,0,0,0,0,4.86
2024-08-12,(Null),8,0,0,0,0,3.29
2023-07-26,(Null),8,0,0,0,0,3.71
2024-06-20,(Null),8,0,0,0,0,3.43
2024-10-25,(Null),8,0,0,0,0,4.71
2024-12-05,(Null),8,0,0,0,0,5.86
2024-12-11,(Null),9,0,0,0,0,6.0
2024-11-27,(Null),9,0,0,0,0,3.43
2024-09-05,(Null),9,0,0,0,0,3.0
2023-06-21,(Null),9,0,0,0,0,3.14
2024-12-19,(Null),10,0,0,0,0,5.29
2024-07-05,(Null),10,0,0,0,0,10.29
2023-12-07,(Null),10,0,0,0,0,7.29
2022-11-25,(Null),10,0,0,0,0,5.29
2024-06-30,(Null),10,0,0,0,10,5.14
2023-12-06,(Null),11,0,0,0,0,6.57
2024-12-04,(Null),13,0,0,0,0,5.14
2024-07-02,(Null),18,0,0,0,0,9.86
2024-07-01,(Null),19,0,0,0,0,7.71
2024-12-31,Bronx,176,0,0,0,0,259.86
2024-12-25,Bronx,216,0,0,0,0,260.57
2024-12-24,Bronx,227,0,0,0,0,273.57
2024-11-28,Bronx,236,0,0,0,0,331.43
2024-12-22,Bronx,237,0,0,0,237,296.0
2022-12-11,Bronx,238,0,0,0,238,301.57
2024-04-02,Bronx,239,0,0,0,0,289.43
2023-12-25,Bronx,239,0,0,0,0,306.29
2023-02-28,Bronx,240,0,0,0,0,292.71
2024-12-21,Bronx,243,0,0,0,243,303.43
2022-11-27,Bronx,250,0,0,0,250,291.71
2022-12-25,Bronx,251,0,0,0,251,277.86
2022-12-31,Bronx,253,0,0,0,253,279.14
2023-03-19,Bronx,255,0,0,0,255,310.0
2023-11-23,Bronx,255,0,0,0,0,311.29
2022-11-24,Bronx,255,0,0,0,0,294.57
2023-02-13,Bronx,256,0,0,0,0,309.71
2024-02-25,Bronx,256,0,0,0,256,303.71
2022-12-26,Bronx,258,0,0,0,0,270.43
2022-12-24,Bronx,258,0,0,0,258,281.57
2023-09-23,Bronx,259,0,0,0,259,312.0
2024-03-23,Bronx,259,0,0,0,259,324.29
2022-12-20,Bronx,260,0,0,0,0,291.0
2023-04-24,Bronx,261,0,0,0,0,313.14
2024-12-29,Bronx,261,0,0,0,261,263.86
2024-12-23,Bronx,262,0,0,0,0,290.71
2022-12-13,Bronx,263,0,0,0,0,293.43
2024-01-15,Bronx,264,0,0,0,0,327.43
2023-02-20,Bronx,264,0,0,0,0,302.57
2022-12-17,Bronx,265,0,0,0,265,285.57
2023-01-15,Bronx,266,0,0,0,266,313.86
2023-02-26,Bronx,266,0,0,0,266,292.57
2023-03-12,Bronx,267,0,0,0,267,309.57
2023-04-30,Bronx,268,0,0,0,268,306.57
2023-02-19,Bronx,269,0,0,0,269,301.43
2022-11-21,Bronx,269,0,0,0,0,291.0
2023-02-05,Bronx,270,0,0,0,270,310.71
2023-08-24,Bronx,271,0,0,0,0,325.0
2023-04-02,Bronx,271,0,0,0,271,323.57
2024-08-18,Bronx,271,0,0,0,271,335.29
2024-01-09,Bronx,272,0,0,0,0,308.29
2023-04-09,Bronx,272,0,0,0,272,324.0
2024-02-13,Bronx,273,0,0,0,0,329.29
2023-01-16,Bronx,274,0,0,0,0,310.43
2024-01-20,Bronx,275,0,0,0,275,307.86
2024-03-31,Bronx,276,0,0,0,276,300.14
2023-11-25,Bronx,276,0,0,0,276,303.14
2024-02-18,Bronx,276,0,0,0,276,323.86
2023-11-26,Bronx,276,0,0,0,276,297.43
2022-12-18,Bronx,277,0,0,0,277,291.14
2023-12-07,Bronx,278,0,0,0,0,326.71
2023-09-29,Bronx,278,0,0,0,0,296.57
2022-12-21,Bronx,278,0,0,0,0,288.14
2023-04-29,Bronx,279,0,0,0,279,313.57
2023-02-04,Bronx,279,0,0,0,279,316.0
2024-04-21,Bronx,279,0,0,0,279,331.0
2024-03-10,Bronx,279,0,0,0,279,326.29
2024-12-14,Bronx,279,0,0,0,279,311.29
2023-01-19,Bronx,279,0,0,0,0,309.0
2024-01-07,Bronx,280,0,0,0,280,324.43
2023-01-07,Bronx,280,0,0,0,280,327.71
2024-03-28,Bronx,281,0,0,0,0,303.86
2022-11-20,Bronx,281,0,0,0,281,298.33
2024-12-26,Bronx,281,0,0,0,0,252.43
2023-02-12,Bronx,281,0,0,0,281,320.57
2023-03-05,Bronx,281,0,0,0,281,302.86
2023-01-02,Bronx,281,0,0,0,0,301.86
2022-12-27,Bronx,282,0,0,0,0,273.57
2023-04-22,Bronx,283,0,0,0,283,323.57
2024-01-16,Bronx,284,0,0,0,0,329.14
2023-09-25,Bronx,284,0,0,0,0,311.14
2023-12-21,Bronx,284,0,0,0,0,320.43
2024-04-22,Bronx,284,0,0,0,0,324.43
2023-03-25,Bronx,285,0,0,0,285,305.86
2023-11-21,Bronx,285,0,0,0,0,332.57
2024-12-30,Bronx,285,0,0,0,0,267.14
2023-02-16,Bronx,286,0,0,0,0,310.14
2023-11-02,Bronx,286,0,0,0,0,328.71
2023-09-17,Bronx,286,0,0,0,286,335.29
2022-12-23,Bronx,287,0,0,0,0,282.57
2024-01-06,Bronx,287,0,0,0,287,326.0
2023-01-22,Bronx,288,0,0,0,288,306.86
2024-02-19,Bronx,288,0,0,0,0,320.71
2024-11-11,Bronx,288,0,0,0,0,342.0
2023-03-04,Bronx,288,0,0,0,288,300.71
2023-01-30,Bronx,288,0,0,0,0,310.29
2023-01-21,Bronx,288,0,0,0,288,303.71
2023-02-21,Bronx,289,0,0,0,0,300.71
2024-01-08,Bronx,289,0,0,0,0,314.0
2023-03-13,Bronx,289,0,0,0,0,306.86
2024-12-15,Bronx,289,0,0,0,289,307.29
2022-11-28,Bronx,289,0,0,0,0,294.57
2024-10-16,Bronx,290,0,0,0,0,324.86
2024-04-23,Bronx,290,0,0,0,0,315.0
2022-11-26,Bronx,290,0,0,0,290,296.14
2024-03-09,Bronx,291,0,0,0,291,329.29
2023-12-31,Bronx,291,0,0,0,291,302.57
2023-12-20,Bronx,291,0,0,0,0,323.86
2023-01-23,Bronx,292,0,0,0,0,309.43
2023-02-25,Bronx,292,0,0,0,292,293.0
2023-11-12,Bronx,293,0,0,0,293,326.57
2024-01-21,Bronx,293,0,0,0,293,303.57
2022-12-09,Bronx,293,0,0,0,0,308.29
2024-03-27,Bronx,293,0,0,0,0,312.14
2023-09-10,Bronx,293,0,0,0,293,333.71
2024-04-03,Bronx,293,0,0,0,0,289.43
2022-12-03,Bronx,294,0,0,0,294,309.86
2023-12-18,Bronx,294,0,0,0,0,326.57
2023-03-11,Bronx,294,0,0,0,294,311.57
2023-07-02,Bronx,294,0,0,0,294,328.14
2022-12-04,Bronx,294,0,0,0,294,316.14
2023-01-25,Bronx,295,0,0,0,0,309.14
2024-02-11,Bronx,295,0,0,0,295,343.57
2022-11-29,Bronx,295,0,0,0,0,289.86
2024-11-30,Bronx,295,0,0,0,295,330.57
2024-02-17,Bronx,295,0,0,0,295,326.57
2024-02-22,Bronx,296,0,0,0,0,314.57
2024-12-09,Bronx,296,0,0,0,0,313.0
2023-10-09,Bronx,296,0,0,0,0,351.29
2024-12-27,Bronx,296,0,0,0,0,251.71
2024-05-07,Bronx,297,0,0,0,0,333.14
2023-10-14,Bronx,297,0,0,0,297,335.29
2022-12-29,Bronx,297,0,0,0,0,276.43
2023-01-09,Bronx,298,0,0,0,0,320.43
2023-12-04,Bronx,298,0,0,0,0,327.57
2024-10-29,Bronx,298,0,0,0,0,341.86
2022-12-14,Bronx,298,0,0,0,0,287.14
2023-01-31,Bronx,298,0,0,0,0,302.86
2024-02-24,Bronx,298,0,0,0,298,306.57
2024-04-30,Bronx,298,0,0,0,0,321.43
2023-12-03,Bronx,299,0,0,0,299,328.86
2024-12-16,Bronx,299,0,0,0,0,307.71
2023-07-19,Bronx,299,0,0,0,0,330.14
2023-11-28,Bronx,299,0,0,0,0,299.14
2023-01-28,Bronx,299,0,0,0,299,308.14
2023-04-16,Bronx,299,0,0,0,299,334.43
2023-02-22,Bronx,300,0,0,0,0,291.0
2022-12-16,Bronx,300,0,0,0,0,291.0
2024-03-29,Bronx,300,0,0,0,0,296.29
2024-04-07,Bronx,300,0,0,0,300,311.29
2024-08-05,Bronx,300,0,0,0,0,362.0
2024-03-03,Bronx,300,0,0,0,300,328.14
2023-03-08,Bronx,300,0,0,0,0,308.14
2023-03-21,Bronx,301,0,0,0,0,314.57
2023-05-14,Bronx,301,0,0,0,301,339.29
2024-12-20,Bronx,301,0,0,0,0,308.57
2023-12-26,Bronx,301,0,0,0,0,301.0
2022-12-22,Bronx,301,0,0,0,0,284.43
2024-12-06,Bronx,301,0,0,0,0,322.86
2023-02-14,Bronx,302,0,0,0,0,309.43
2023-08-19,Bronx,302,0,0,0,302,334.71
2023-07-22,Bronx,302,0,0,0,302,333.0
2023-12-27,Bronx,302,0,0,0,0,302.57
2022-12-28,Bronx,302,0,0,0,0,277.0
2024-04-08,Bronx,302,0,0,0,0,308.29
2022-12-10,Bronx,303,0,0,0,303,309.57
2023-05-07,Bronx,303,0,0,0,303,350.57
2023-12-28,Bronx,303,0,0,0,0,305.29
2023-10-21,Bronx,303,0,0,0,303,328.0
2024-12-07,Bronx,303,0,0,0,303,324.0
2023-12-09,Bronx,303,0,0,0,303,324.14
2023-10-29,Bronx,303,0,0,0,303,338.0
2023-06-17,Bronx,304,0,0,0,304,340.0
2023-02-07,Bronx,304,0,0,0,0,317.86
2023-05-20,Bronx,304,0,0,0,304,351.14
2024-04-18,Bronx,304,0,0,0,0,326.57
2024-12-28,Bronx,304,0,0,0,304,260.43
2024-03-24,Bronx,304,0,0,0,304,318.43
2024-03-26,Bronx,305,0,0,0,0,316.86
2023-09-03,Bronx,305,0,0,0,305,334.86
2022-11-19,Bronx,305,0,0,0,305,307.0
2023-04-26,Bronx,305,0,0,0,0,310.14
2024-02-26,Bronx,305,0,0,0,0,306.14
2023-01-11,Bronx,305,0,0,0,0,311.57
2024-08-07,Bronx,305,0,0,0,0,350.14
2023-09-26,Bronx,306,0,0,0,0,309.57
2023-09-24,Bronx,306,0,0,0,306,314.86
2024-05-05,Bronx,306,0,0,0,306,333.71
2024-10-14,Bronx,306,0,0,0,0,336.29
2022-12-08,Bronx,307,0,0,0,0,312.57
2024-12-03,Bronx,307,0,0,0,0,325.29
2024-12-11,Bronx,307,0,0,0,0,309.29
2023-05-27,Bronx,307,0,0,0,307,348.0
2023-11-05,Bronx,307,0,0,0,307,330.71
2023-11-13,Bronx,307,0,0,0,0,325.86
2024-12-18,Bronx,307,0,0,0,0,311.57
2023-11-11,Bronx,307,0,0,0,307,328.57
2023-11-27,Bronx,307,0,0,0,0,297.14
2023-01-29,Bronx,307,0,0,0,307,310.86
2024-06-27,Bronx,308,0,0,0,0,343.86
2022-12-12,Bronx,308,0,0,0,0,300.57
2023-07-13,Bronx,308,0,0,0,0,342.14
2023-12-14,Bronx,308,0,0,0,0,330.43
2024-12-12,Bronx,308,0,0,0,0,307.43
2023-06-29,Bronx,308,0,0,0,0,329.43
2024-11-17,Bronx,308,0,0,0,308,326.29
2023-03-06,Bronx,308,0,0,0,0,302.0
2022-11-18,Bronx,309,0,0,0,0,309.0
2023-02-23,Bronx,309,0,0,0,0,294.29
2023-11-20,Bronx,309,0,0,0,0,337.57
2024-04-25,Bronx,309,0,0,0,0,318.29
2023-08-21,Bronx,309,0,0,0,0,329.0
2024-04-14,Bronx,309,0,0,0,309,324.29
2023-06-04,Bronx,309,0,0,0,309,339.0
2024-05-14,Bronx,309,0,0,0,0,334.29
2024-04-13,Bronx,309,0,0,0,309,323.0
2023-08-28,Bronx,310,0,0,0,0,324.43
2023-09-09,Bronx,310,0,0,0,310,335.43
2023-01-27,Bronx,310,0,0,0,0,306.57
2023-01-10,Bronx,310,0,0,0,0,318.29
2023-04-15,Bronx,310,0,0,0,310,330.57
2023-09-18,Bronx,310,0,0,0,0,333.43
2024-02-12,Bronx,310,0,0,0,0,341.71
2022-12-19,Bronx,310,0,0,0,0,291.43
2022-12-30,Bronx,311,0,0,0,0,279.86
2024-04-06,Bronx,311,0,0,0,311,307.86
2023-03-14,Bronx,311,0,0,0,0,305.86
2024-11-16,Bronx,311,0,0,0,311,328.29
2024-05-06,Bronx,311,0,0,0,0,333.29
2023-05-21,Bronx,311,0,0,0,311,352.57
2024-06-22,Bronx,311,0,0,0,311,349.43
2023-05-29,Bronx,311,0,0,0,0,346.0
2023-01-06,Bronx,312,0,0,0,0,323.86
2023-03-27,Bronx,312,0,0,0,0,312.43
2023-04-07,Bronx,312,0,0,0,0,324.14
2023-12-10,Bronx,312,0,0,0,312,326.0
2023-09-16,Bronx,312,0,0,0,312,336.29
2023-11-06,Bronx,312,0,0,0,0,329.0
2024-01-02,Bronx,312,0,0,0,0,321.71
2022-12-06,Bronx,313,0,0,0,0,322.43
2023-02-17,Bronx,313,0,0,0,0,307.86
2024-08-21,Bronx,313,0,0,0,0,337.71
2023-02-09,Bronx,313,0,0,0,0,307.29
2024-09-25,Bronx,313,0,0,0,0,347.14
2024-05-12,Bronx,313,0,0,0,313,328.86
2023-10-16,Bronx,313,0,0,0,0,338.43
2024-03-05,Bronx,313,0,0,0,0,331.43
2024-04-29,Bronx,314,0,0,0,0,320.29
2024-03-30,Bronx,314,0,0,0,314,304.14
2023-02-27,Bronx,314,0,0,0,0,299.71
2023-11-22,Bronx,314,0,0,0,0,324.0
2023-09-28,Bronx,314,0,0,0,0,303.29
2023-04-04,Bronx,314,0,0,0,0,324.0
2023-06-24,Bronx,314,0,0,0,314,349.0
2023-09-30,Bronx,314,0,0,0,314,304.43
2024-04-27,Bronx,314,0,0,0,314,307.71
2023-05-11,Bronx,314,0,0,0,0,335.29
2024-11-21,Bronx,314,0,0,0,0,337.29
2023-10-17,Bronx,314,0,0,0,0,327.29
2023-05-06,Bronx,314,0,0,0,314,345.57
2023-07-17,Bronx,314,0,0,0,0,337.43
2023-06-28,Bronx,314,0,0,0,0,338.86
2024-05-11,Bronx,314,0,0,0,314,327.86
2023-08-05,Bronx,315,0,0,0,315,339.0
2024-02-20,Bronx,315,0,0,0,0,326.71
2022-12-05,Bronx,315,0,0,0,0,319.86
2023-08-07,Bronx,315,0,0,0,0,333.43
2022-11-23,Bronx,315,0,0,0,0,301.17
2023-12-30,Bronx,315,0,0,0,315,306.14
2023-11-19,Bronx,316,0,0,0,316,337.29
2023-02-18,Bronx,316,0,0,0,316,303.14
2023-06-03,Bronx,316,0,0,0,316,343.71
2023-03-31,Bronx,316,0,0,0,0,323.71
2023-12-24,Bronx,316,0,0,0,316,314.14
2023-01-18,Bronx,316,0,0,0,0,315.0
2024-03-19,Bronx,317,0,0,0,0,347.14
2024-12-08,Bronx,317,0,0,0,317,321.0
2023-09-04,Bronx,317,0,0,0,0,335.86
2024-10-15,Bronx,317,0,0,0,0,333.57
2023-08-29,Bronx,317,0,0,0,0,319.0
2023-09-19,Bronx,317,0,0,0,0,327.0
2024-08-12,Bronx,317,0,0,0,0,341.57
2024-09-22,Bronx,317,0,0,0,317,353.29
2024-02-28,Bronx,317,0,0,0,0,305.29
2023-04-23,Bronx,317,0,0,0,317,326.14
2023-02-03,Bronx,317,0,0,0,0,318.86
2023-10-08,Bronx,317,0,0,0,317,361.43
2024-02-03,Bronx,318,0,0,0,318,343.43
2023-02-02,Bronx,318,0,0,0,0,317.86
2023-03-07,Bronx,318,0,0,0,0,313.14
2023-03-17,Bronx,318,0,0,0,0,304.57
2024-09-29,Bronx,318,0,0,0,318,327.57
2024-10-26,Bronx,318,0,0,0,318,354.86
2023-06-11,Bronx,318,0,0,0,318,351.71
2024-01-28,Bronx,318,0,0,0,318,342.14
2024-11-24,Bronx,319,0,0,0,319,337.29
2024-04-11,Bronx,319,0,0,0,0,325.43
2023-08-16,Bronx,319,0,0,0,0,336.57
2023-10-22,Bronx,319,0,0,0,319,327.57
2023-01-08,Bronx,319,0,0,0,319,318.0
2023-03-22,Bronx,319,0,0,0,0,313.43
2023-11-18,Bronx,320,0,0,0,320,334.0
2024-12-10,Bronx,320,0,0,0,0,314.86
2023-11-14,Bronx,320,0,0,0,0,321.43
2023-03-26,Bronx,320,0,0,0,320,315.14
2024-09-26,Bronx,320,0,0,0,0,340.29
2024-01-30,Bronx,320,0,0,0,0,341.43
2024-10-13,Bronx,320,0,0,0,320,339.43
2024-11-23,Bronx,320,0,0,0,320,335.71
2024-06-06,Bronx,321,0,0,0,0,345.29
2024-09-01,Bronx,321,0,0,0,321,350.43
2023-04-21,Bronx,321,0,0,0,0,327.43
2024-12-05,Bronx,321,0,0,0,0,331.57
2023-01-12,Bronx,321,0,0,0,0,306.43
2023-08-06,Bronx,321,0,0,0,321,334.86
2023-12-12,Bronx,322,0,0,0,0,326.43
2024-04-17,Bronx,322,0,0,0,0,328.71
2024-10-12,Bronx,322,0,0,0,322,340.14
2024-01-22,Bronx,322,0,0,0,0,311.86
2023-10-15,Bronx,322,0,0,0,322,336.0
2024-11-10,Bronx,322,0,0,0,322,350.71
2023-03-23,Bronx,322,0,0,0,0,312.86
2023-08-14,Bronx,322,0,0,0,0,343.86
2024-06-26,Bronx,323,0,0,0,0,349.29
2023-07-29,Bronx,323,0,0,0,323,336.71
2024-05-04,Bronx,323,0,0,0,323,338.14
2023-12-02,Bronx,323,0,0,0,323,325.57
2022-12-02,Bronx,323,0,0,0,0,309.29
2024-04-01,Bronx,323,0,0,0,0,298.86
2024-02-05,Bronx,323,0,0,0,0,346.29
2023-01-26,Bronx,323,0,0,0,0,315.43
2023-09-11,Bronx,323,0,0,0,0,334.57
2024-01-14,Bronx,323,0,0,0,323,331.0
2023-10-30,Bronx,324,0,0,0,0,337.71
2024-03-02,Bronx,324,0,0,0,324,321.86
2024-06-03,Bronx,324,0,0,0,0,341.57
2023-09-22,Bronx,325,0,0,0,0,319.57
2023-07-24,Bronx,325,0,0,0,0,337.43
2024-11-02,Bronx,325,0,0,0,325,346.57
2024-10-06,Bronx,325,0,0,0,325,370.57
2024-08-04,Bronx,325,0,0,0,325,370.14
2024-01-29,Bronx,325,0,0,0,0,342.57
2024-09-28,Bronx,325,0,0,0,325,327.43
2023-01-03,Bronx,325,0,0,0,0,308.0
2023-11-08,Bronx,325,0,0,0,0,324.57
2023-07-31,Bronx,325,0,0,0,0,336.71
2024-04-10,Bronx,325,0,0,0,0,328.71
2023-01-14,Bronx,325,0,0,0,325,321.43
2023-12-13,Bronx,326,0,0,0,0,326.14
2023-10-23,Bronx,326,0,0,0,0,329.43
2024-01-31,Bronx,326,0,0,0,0,335.57
2023-03-16,Bronx,326,0,0,0,0,309.43
2023-08-20,Bronx,326,0,0,0,326,330.86
2024-03-20,Bronx,326,0,0,0,0,344.43
2023-03-28,Bronx,326,0,0,0,0,316.0
2024-02-27,Bronx,327,0,0,0,0,307.86
2024-05-19,Bronx,327,0,0,0,327,340.43
2022-12-15,Bronx,327,0,0,0,0,290.0
2024-10-17,Bronx,327,0,0,0,0,320.0
2023-04-18,Bronx,327,0,0,0,0,333.0
2023-11-30,Bronx,327,0,0,0,0,313.0
2023-03-15,Bronx,327,0,0,0,0,309.71
2024-04-20,Bronx,327,0,0,0,327,335.29
2024-07-06,Bronx,327,0,0,0,327,354.0
2023-08-17,Bronx,327,0,0,0,0,335.71
2024-11-26,Bronx,327,0,0,0,0,342.0
2023-10-28,Bronx,327,0,0,0,327,340.29
2023-11-10,Bronx,327,0,0,0,0,331.57
2023-04-03,Bronx,327,0,0,0,0,325.71
2023-06-18,Bronx,327,0,0,0,327,341.29
2024-02-29,Bronx,327,0,0,0,0,309.71
2023-03-24,Bronx,328,0,0,0,0,314.29
2022-11-22,Bronx,328,0,0,0,0,298.4
2024-08-25,Bronx,328,0,0,0,328,347.29
2023-06-25,Bronx,328,0,0,0,328,349.14
2023-11-04,Bronx,328,0,0,0,328,330.14
2024-10-07,Bronx,328,0,0,0,0,368.86
2024-01-23,Bronx,328,0,0,0,0,318.14
2023-02-24,Bronx,328,0,0,0,0,296.43
2023-03-09,Bronx,328,0,0,0,0,307.57
2024-05-10,Bronx,328,0,0,0,0,329.14
2023-12-06,Bronx,328,0,0,0,0,333.71
2024-07-04,Bronx,328,0,0,0,0,345.71
2023-10-13,Bronx,329,0,0,0,0,340.0
2023-02-10,Bronx,329,0,0,0,0,309.0
2024-03-11,Bronx,329,0,0,0,0,324.43
2024-01-18,Bronx,329,0,0,0,0,320.14
2024-06-10,Bronx,329,0,0,0,0,354.29
2024-06-29,Bronx,329,0,0,0,329,340.43
2024-09-21,Bronx,329,0,0,0,329,361.29
2023-09-27,Bronx,329,0,0,0,0,306.57
2024-11-18,Bronx,329,0,0,0,0,332.14
2023-03-03,Bronx,330,0,0,0,0,301.29
2024-11-14,Bronx,330,0,0,0,0,330.86
2023-10-07,Bronx,330,0,0,0,330,364.57
2023-07-16,Bronx,330,0,0,0,330,340.57
2023-07-11,Bronx,330,0,0,0,0,345.14
2023-08-23,Bronx,330,0,0,0,0,333.0
2024-09-23,Bronx,330,0,0,0,0,350.86
2024-04-15,Bronx,330,0,0,0,0,328.29
2023-05-13,Bronx,330,0,0,0,330,339.57
2024-08-11,Bronx,330,0,0,0,330,339.14
2024-09-07,Bronx,330,0,0,0,330,346.0
2023-03-20,Bronx,331,0,0,0,0,316.0
2024-01-17,Bronx,331,0,0,0,0,327.86
2023-12-16,Bronx,331,0,0,0,331,327.43
2023-05-08,Bronx,331,0,0,0,0,344.29
2023-07-26,Bronx,331,0,0,0,0,338.86
2024-03-18,Bronx,331,0,0,0,0,353.0
2023-01-17,Bronx,331,0,0,0,0,313.43
2023-04-08,Bronx,331,0,0,0,331,323.86
2024-09-02,Bronx,331,0,0,0,0,347.43
2023-03-02,Bronx,332,0,0,0,0,301.0
2023-07-04,Bronx,332,0,0,0,0,326.71
2024-03-25,Bronx,332,0,0,0,0,318.57
2023-10-26,Bronx,332,0,0,0,0,336.0
2023-12-11,Bronx,332,0,0,0,0,330.86
2023-10-31,Bronx,332,0,0,0,0,336.29
2023-02-06,Bronx,332,0,0,0,0,317.0
2024-02-07,Bronx,332,0,0,0,0,352.86
2024-09-27,Bronx,332,0,0,0,0,328.0
2024-09-11,Bronx,333,0,0,0,0,354.86
2024-01-04,Bronx,333,0,0,0,0,332.43
2024-10-19,Bronx,333,0,0,0,333,325.57
2023-07-08,Bronx,333,0,0,0,333,338.86
2024-11-13,Bronx,333,0,0,0,0,336.29
2024-05-02,Bronx,333,0,0,0,0,329.86
2023-08-10,Bronx,333,0,0,0,0,332.57
2024-09-17,Bronx,333,0,0,0,0,372.14
2023-04-01,Bronx,333,0,0,0,333,330.57
2024-07-21,Bronx,334,0,0,0,334,353.57
2024-07-18,Bronx,334,0,0,0,0,359.86
2023-08-26,Bronx,334,0,0,0,334,323.0
2024-06-28,Bronx,334,0,0,0,0,337.86
2023-08-12,Bronx,334,0,0,0,334,338.29
2024-01-25,Bronx,334,0,0,0,0,324.0
2023-06-26,Bronx,334,0,0,0,0,348.71
2023-07-03,Bronx,334,0,0,0,0,328.14
2024-06-16,Bronx,334,0,0,0,334,351.71
2023-05-30,Bronx,335,0,0,0,0,338.0
2023-03-01,Bronx,335,0,0,0,0,297.71
2022-11-25,Bronx,335,0,0,0,0,298.29
2024-08-06,Bronx,335,0,0,0,0,359.0
2024-02-21,Bronx,335,0,0,0,0,323.29
2023-09-15,Bronx,335,0,0,0,0,336.0
2024-10-28,Bronx,335,0,0,0,0,350.14
2023-08-31,Bronx,335,0,0,0,0,331.86
2023-08-27,Bronx,335,0,0,0,335,324.29
2023-06-30,Bronx,335,0,0,0,0,325.0
2023-08-25,Bronx,336,0,0,0,0,318.43
2023-04-10,Bronx,336,0,0,0,0,325.29
2023-08-04,Bronx,336,0,0,0,0,340.14
2023-07-10,Bronx,336,0,0,0,0,345.43
2023-12-22,Bronx,336,0,0,0,0,316.86
2023-03-29,Bronx,336,0,0,0,0,318.43
2024-10-08,Bronx,336,0,0,0,0,361.0
2023-02-08,Bronx,336,0,0,0,0,308.0
2024-08-29,Bronx,336,0,0,0,0,352.57
2024-05-29,Bronx,337,0,0,0,0,363.43
2024-04-28,Bronx,337,0,0,0,337,316.0
2023-04-14,Bronx,337,0,0,0,0,333.57
2023-04-19,Bronx,337,0,0,0,0,331.0
2024-05-13,Bronx,337,0,0,0,0,332.57
2023-10-18,Bronx,337,0,0,0,0,322.29
2024-07-19,Bronx,337,0,0,0,0,353.0
2023-09-21,Bronx,337,0,0,0,0,321.0
2024-08-23,Bronx,337,0,0,0,0,335.14
2023-06-19,Bronx,337,0,0,0,0,340.86
2023-04-25,Bronx,338,0,0,0,0,314.71
2023-08-15,Bronx,338,0,0,0,0,343.29
2024-12-01,Bronx,338,0,0,0,338,333.29
2024-02-23,Bronx,338,0,0,0,0,306.14
2023-07-09,Bronx,338,0,0,0,338,345.14
2024-12-19,Bronx,338,0,0,0,0,315.86
2024-07-11,Bronx,338,0,0,0,0,364.71
2024-04-26,Bronx,338,0,0,0,0,309.57
