complaint_date,borough,total_complaints,high_severity_complaints,medium_severity_complaints,other_severity_complaints,weekend_complaints,total_complaints_ma7
2024-11-04,(Null),1,0,1,0,0,3.0
2024-12-01,(Null),1,0,1,0,1,3.71
2024-01-04,(Null),1,0,1,0,0,1.14
2024-04-29,(Null),1,0,1,0,0,1.43
2024-04-21,(Null),1,0,1,0,1,1.0
2023-08-19,(Null),1,0,1,0,1,3.29
2023-04-07,(Null),1,0,1,0,0,1.57
2024-08-27,(Null),1,0,1,0,0,2.71
2023-03-08,(Null),1,0,1,0,0,2.57
2024-07-07,(Null),1,0,1,0,1,9.43
2024-05-26,(Null),1,1,0,0,1,2.14
2023-10-28,(Null),1,1,0,0,1,3.14
2023-04-17,(Null),1,0,1,0,0,2.71
2024-08-10,(Null),1,0,1,0,1,2.43
2024-01-08,(Null),1,0,1,0,0,1.14
2023-10-18,(Null),1,0,1,0,0,3.86
2024-06-03,(Null),1,0,1,0,0,2.14
2023-12-21,(Null),1,0,1,0,0,1.29
2024-03-15,(Null),1,1,0,0,0,1.0
2023-05-23,(Null),1,0,1,0,0,2.14
2024-10-09,(Null),1,0,1,0,0,2.86
2024-09-29,(Null),1,0,1,0,1,2.43
2023-01-02,(Null),1,0,1,0,0,2.43
2024-02-02,(Null),1,0,1,0,0,1.0
2023-10-07,(Null),1,0,1,0,1,3.29
2023-04-02,(Null),1,0,1,0,1,1.57
2023-01-28,(Null),1,0,1,0,1,2.0
2024-10-27,(Null),1,0,1,0,1,4.14
2024-06-24,(Null),1,0,1,0,0,3.14
2024-02-23,(Null),1,0,1,0,0,1.0
2023-05-04,(Null),1,0,1,0,0,1.86
2023-03-24,(Null),1,0,1,0,0,2.29
2023-02-07,(Null),1,0,1,0,0,2.43
2023-04-01,(Null),1,0,1,0,1,1.71
2024-03-01,(Null),1,0,1,0,0,1.0
2023-12-24,(Null),1,0,1,0,1,1.14
2024-07-31,(Null),1,0,1,0,0,2.29
2022-12-14,(Null),1,0,1,0,0,3.14
2023-06-19,(Null),1,0,1,0,0,2.29
2023-09-29,(Null),1,0,1,0,0,2.71
2024-04-11,(Null),1,0,1,0,0,1.0
2024-06-13,(Null),1,0,1,0,0,2.57
2023-01-26,(Null),1,0,1,0,0,2.0
2023-05-05,(Null),1,0,1,0,0,1.86
2024-03-20,(Null),1,0,0,1,0,1.0
2024-01-29,(Null),1,0,1,0,0,1.0
2023-08-10,(Null),1,0,1,0,0,2.57
2024-04-16,(Null),1,0,1,0,0,1.0
2024-08-02,(Null),2,0,2,0,0,1.86
2023-05-29,(Null),2,0,2,0,0,2.57
2023-02-06,(Null),2,0,2,0,0,3.0
2023-03-14,(Null),2,0,2,0,0,2.43
2023-08-27,(Null),2,1,1,0,2,3.14
2023-03-11,(Null),2,0,2,0,2,2.86
2023-01-05,(Null),2,0,2,0,0,2.43
2022-12-26,(Null),2,0,2,0,0,2.57
2022-12-13,(Null),2,0,2,0,0,3.71
2023-09-16,(Null),2,0,2,0,2,3.43
2023-12-22,(Null),2,0,2,0,0,1.29
2024-09-19,(Null),2,0,2,0,0,3.0
2023-04-13,(Null),2,0,2,0,0,2.0
2024-12-22,(Null),2,0,2,0,2,4.71
2024-12-28,(Null),2,0,2,0,2,2.29
2023-02-03,(Null),2,0,2,0,0,2.86
2023-08-14,(Null),2,0,2,0,0,2.43
2023-05-15,(Null),2,0,2,0,0,2.14
2023-01-16,(Null),2,0,2,0,0,3.14
2023-09-05,(Null),2,0,2,0,0,2.86
2024-05-05,(Null),2,0,2,0,2,1.86
2023-01-24,(Null),2,0,2,0,0,2.14
2023-06-29,(Null),2,0,2,0,0,3.71
2024-09-13,(Null),2,0,2,0,0,4.86
2024-05-24,(Null),2,0,2,0,0,2.0
2024-05-04,(Null),2,0,2,0,2,1.86
2024-09-14,(Null),2,0,2,0,2,4.0
2023-08-07,(Null),2,0,2,0,0,3.29
2023-11-01,(Null),2,0,2,0,0,2.29
2024-10-20,(Null),2,0,2,0,2,4.14
2023-06-17,(Null),2,0,2,0,2,2.57
2024-09-27,(Null),2,0,2,0,0,2.57
2024-11-05,(Null),2,0,2,0,0,2.43
2023-09-18,(Null),2,0,2,0,0,3.43
2022-12-22,(Null),2,0,2,0,0,2.86
2024-06-09,(Null),2,0,2,0,2,3.29
2022-12-15,(Null),2,0,2,0,0,2.71
2024-09-04,(Null),2,0,2,0,0,2.43
2024-06-23,(Null),2,1,1,0,2,3.57
2023-01-15,(Null),2,0,2,0,2,3.14
2024-05-29,(Null),2,0,2,0,0,1.71
2024-12-30,(Null),2,0,2,0,0,2.43
2023-03-05,(Null),2,0,2,0,2,2.57
2023-05-19,(Null),2,0,2,0,0,2.57
2023-05-07,(Null),2,0,2,0,2,1.86
2023-03-26,(Null),2,0,1,1,2,2.14
2023-03-28,(Null),2,0,2,0,0,2.14
2022-12-02,(Null),2,0,2,0,0,3.86
2023-01-25,(Null),2,0,2,0,0,2.14
2024-05-02,(Null),2,0,2,0,0,1.71
2022-12-10,(Null),2,0,2,0,2,3.71
2023-11-15,(Null),2,0,2,0,0,3.0
2023-07-08,(Null),2,0,2,0,2,3.86
2024-09-17,(Null),2,0,2,0,0,3.57
2024-08-22,(Null),2,0,2,0,0,3.0
2022-12-03,(Null),2,0,2,0,2,4.0
2023-06-05,(Null),2,0,2,0,0,3.0
2023-08-25,(Null),2,0,2,0,0,2.71
2024-08-04,(Null),2,0,2,0,2,2.14
2023-12-11,(Null),2,0,2,0,0,6.14
2024-07-14,(Null),2,0,2,0,2,4.43
2023-08-30,(Null),2,0,2,0,0,3.0
2024-05-19,(Null),2,0,2,0,2,2.29
2024-09-25,(Null),2,0,2,0,0,2.86
2023-03-19,(Null),2,0,2,0,2,2.71
2023-06-16,(Null),2,0,2,0,0,2.86
2023-10-26,(Null),2,0,2,0,0,3.57
2023-03-23,(Null),2,0,2,0,0,2.57
2023-05-18,(Null),2,0,2,0,0,2.43
2023-09-19,(Null),2,0,2,0,0,2.86
2023-04-29,(Null),2,0,2,0,2,2.57
2023-04-11,(Null),2,0,2,0,0,2.14
2023-05-01,(Null),2,0,2,0,0,2.29
2023-05-24,(Null),2,0,2,0,0,2.0
2022-12-05,(Null),2,0,2,0,0,3.43
2023-12-17,(Null),2,0,2,0,2,2.14
2024-09-28,(Null),2,0,2,0,2,2.43
2024-11-01,(Null),2,0,2,0,0,3.14
2023-08-18,(Null),2,0,2,0,0,3.71
2024-07-27,(Null),2,0,2,0,2,3.57
2024-08-05,(Null),2,0,2,0,0,2.29
2024-11-24,(Null),2,0,2,0,2,3.14
2023-10-30,(Null),2,0,2,0,0,2.86
2024-05-16,(Null),2,0,2,0,0,2.71
2023-02-17,(Null),2,0,2,0,0,2.71
2023-04-25,(Null),2,0,2,0,0,2.86
2024-08-13,(Null),2,0,2,0,0,3.29
2022-12-17,(Null),2,0,2,0,2,2.14
2023-07-16,(Null),2,0,2,0,2,3.43
2024-04-24,(Null),2,0,2,0,0,1.14
2023-11-11,(Null),2,0,2,0,2,3.43
2024-05-01,(Null),2,0,2,0,0,1.57
2023-04-24,(Null),2,0,2,0,0,2.71
2023-05-25,(Null),2,0,2,0,0,2.0
2022-12-19,(Null),2,0,2,0,0,2.43
2024-08-01,(Null),2,0,2,0,0,2.0
2023-03-10,(Null),2,0,2,0,0,2.71
2024-07-13,(Null),2,0,2,0,2,4.29
2023-03-01,(Null),2,0,2,0,0,2.29
2023-11-05,(Null),2,0,2,0,2,3.14
2024-07-20,(Null),2,0,2,0,2,3.29
2024-08-20,(Null),2,0,2,0,0,3.57
2023-09-03,(Null),2,0,2,0,2,2.86
2024-12-21,(Null),2,0,2,0,2,5.14
2023-02-14,(Null),2,0,2,0,0,2.86
2024-08-07,(Null),2,0,2,0,0,2.86
2023-03-27,(Null),2,0,2,0,0,2.14
2023-03-20,(Null),2,0,2,0,0,2.86
2024-05-10,(Null),2,0,2,0,0,2.57
2024-10-30,(Null),2,0,2,0,0,3.71
2023-05-20,(Null),2,0,2,0,2,2.29
2024-11-26,(Null),2,0,2,0,0,2.57
2024-11-25,(Null),2,0,2,0,0,2.86
2024-12-08,(Null),2,0,2,0,2,6.14
2023-05-11,(Null),2,0,2,0,0,1.71
2024-06-22,(Null),2,0,2,0,2,3.43
2023-10-10,(Null),2,0,2,0,0,3.14
2023-10-17,(Null),2,0,2,0,0,4.43
2023-01-09,(Null),2,0,2,0,0,2.43
2024-08-16,(Null),2,0,2,0,0,3.43
2023-01-19,(Null),2,0,2,0,0,2.57
2023-02-26,(Null),2,0,2,0,2,2.29
2024-07-28,(Null),2,0,2,0,2,3.29
2023-01-31,(Null),2,0,2,0,0,2.86
2023-06-13,(Null),2,0,2,0,0,1.86
2024-11-02,(Null),2,0,2,0,2,3.0
2023-09-13,(Null),2,0,2,0,0,3.14
2024-09-23,(Null),2,0,2,0,0,3.0
2023-08-08,(Null),2,0,2,0,0,3.0
2024-08-08,(Null),2,0,2,0,0,2.86
2023-06-22,(Null),2,0,2,0,0,3.0
2023-09-28,(Null),2,1,1,0,0,3.0
2023-07-04,(Null),2,0,2,0,0,3.71
2024-08-19,(Null),2,0,2,0,0,3.43
2023-01-18,(Null),2,0,2,0,0,3.29
2024-11-10,(Null),2,0,2,0,2,2.71
2023-12-15,(Null),2,0,2,0,0,3.71
2024-08-09,(Null),2,0,2,0,0,2.86
2024-05-07,(Null),2,1,1,0,0,1.71
2022-12-24,(Null),2,0,2,0,2,3.0
2024-05-27,(Null),2,0,2,0,0,2.0
2024-07-08,(Null),3,0,3,0,0,8.43
2024-06-15,(Null),3,0,3,0,3,2.29
2023-07-12,(Null),3,0,3,0,0,2.71
2023-03-18,(Null),3,0,3,0,3,3.0
2023-07-09,(Null),3,0,3,0,3,3.71
2023-11-02,(Null),3,1,2,0,0,2.43
2023-01-20,(Null),3,0,3,0,0,2.43
2023-03-31,(Null),3,0,3,0,0,1.71
2023-02-27,(Null),3,0,3,0,0,2.57
2023-07-03,(Null),3,0,3,0,0,4.14
2023-10-09,(Null),3,0,3,0,0,3.57
2024-09-10,(Null),3,0,3,0,0,5.14
2023-06-11,(Null),3,0,3,0,3,2.29
2022-12-11,(Null),3,1,2,0,3,3.71
2023-11-08,(Null),3,0,3,0,0,4.29
2023-05-31,(Null),3,0,3,0,0,3.14
2023-03-17,(Null),3,0,3,0,0,2.86
2023-03-03,(Null),3,0,3,0,0,2.86
2023-05-28,(Null),3,0,3,0,3,2.86
2024-07-17,(Null),3,0,3,0,0,4.29
2024-06-18,(Null),3,0,3,0,0,2.86
2023-08-15,(Null),3,0,3,0,0,2.57
2022-12-27,(Null),3,0,3,0,0,2.71
2024-12-13,(Null),3,0,3,0,0,5.29
2023-10-22,(Null),3,1,2,0,3,3.0
2024-04-26,(Null),3,1,2,0,0,1.43
2024-05-25,(Null),3,0,3,0,3,2.14
2023-01-11,(Null),3,0,3,0,0,2.71
2024-05-20,(Null),3,0,3,0,0,2.14
2023-06-25,(Null),3,0,3,0,3,4.0
2024-11-07,(Null),3,0,3,0,0,2.86
2023-08-22,(Null),3,0,3,0,0,3.71
2023-08-09,(Null),3,0,3,0,0,3.0
2023-09-07,(Null),3,0,3,0,0,2.86
2024-05-18,(Null),3,0,3,0,3,2.57
2023-02-13,(Null),3,0,3,0,0,2.71
2023-02-15,(Null),3,0,3,0,0,2.43
2022-12-06,(Null),3,0,3,0,0,3.14
2023-10-21,(Null),3,0,3,0,3,3.14
2023-03-02,(Null),3,0,3,0,0,2.57
2024-08-23,(Null),3,0,3,0,0,3.0
2023-10-08,(Null),3,0,3,0,3,3.57
2023-01-29,(Null),3,0,3,0,3,2.29
2023-04-12,(Null),3,0,3,0,0,2.14
2024-07-23,(Null),3,0,3,0,0,3.14
2023-04-18,(Null),3,0,3,0,0,2.57
2024-09-01,(Null),3,0,3,0,3,2.71
2024-06-25,(Null),3,0,3,0,0,3.14
2023-11-10,(Null),3,0,3,0,0,3.86
2024-12-17,(Null),3,0,3,0,0,5.14
2023-01-10,(Null),3,0,3,0,0,2.71
2023-04-04,(Null),3,0,3,0,0,1.57
2023-10-05,(Null),3,0,3,0,0,2.57
2024-10-13,(Null),3,0,3,0,3,3.0
2023-07-22,(Null),3,0,3,0,3,3.14
2024-07-26,(Null),3,0,3,0,0,3.57
2024-11-08,(Null),3,0,3,0,0,3.0
2023-08-03,(Null),3,0,3,0,0,3.86
2024-07-22,(Null),3,0,3,0,0,3.0
2024-11-28,(Null),3,0,3,0,0,3.14
2023-01-03,(Null),3,0,3,0,0,2.43
2024-09-21,(Null),3,0,3,0,3,3.71
2023-08-05,(Null),3,1,2,0,3,3.14
2024-05-11,(Null),3,0,3,0,3,2.71
2023-09-27,(Null),3,0,3,0,0,2.86
2023-10-02,(Null),3,0,3,0,0,2.14
2024-10-26,(Null),3,0,3,0,3,4.29
2024-11-22,(Null),3,0,3,0,0,3.57
2024-10-16,(Null),3,0,3,0,0,3.29
2022-12-23,(Null),3,0,3,0,0,3.0
2023-05-14,(Null),3,0,3,0,3,2.0
2024-10-10,(Null),3,0,3,0,0,2.86
2023-09-21,(Null),3,0,3,0,0,2.71
2022-12-21,(Null),3,0,3,0,0,2.71
2023-02-25,(Null),3,0,3,0,3,2.29
2022-12-04,(Null),3,0,3,0,3,3.71
2024-10-31,(Null),3,0,3,0,0,4.0
2023-01-04,(Null),3,0,3,0,0,2.71
2023-05-17,(Null),3,0,3,0,0,2.29
2023-09-09,(Null),3,0,3,0,3,2.71
2024-10-03,(Null),3,0,3,0,0,2.71
2023-08-24,(Null),3,0,3,0,0,3.14
2023-09-14,(Null),3,0,3,0,0,3.0
2024-11-09,(Null),3,0,3,0,3,3.14
2023-06-28,(Null),3,0,3,0,0,3.71
2024-12-24,(Null),3,0,3,0,0,4.71
2023-04-05,(Null),3,0,2,1,0,1.86
2024-12-29,(Null),3,0,3,0,3,2.43
2024-07-16,(Null),3,0,3,0,0,4.43
2022-12-12,(Null),3,0,3,0,0,3.86
2024-11-16,(Null),3,0,3,0,3,2.86
2022-12-31,(Null),3,0,3,0,3,2.71
2023-02-10,(Null),3,0,3,0,0,2.57
2023-12-12,(Null),3,0,3,0,0,5.57
2024-11-15,(Null),3,0,3,0,0,2.86
2023-11-17,(Null),3,0,3,0,0,3.0
2023-09-11,(Null),3,0,3,0,0,2.57
2023-02-21,(Null),3,0,3,0,0,2.57
2024-11-20,(Null),3,0,3,0,0,3.0
2023-06-15,(Null),3,0,3,0,0,2.71
2023-03-16,(Null),3,0,3,0,0,2.71
2023-07-18,(Null),3,0,3,0,0,3.57
2023-08-01,(Null),3,0,3,0,0,4.0
2024-07-30,(Null),3,0,3,0,0,3.0
2024-05-14,(Null),3,0,3,0,0,3.43
2023-08-23,(Null),3,0,3,0,0,3.71
2024-10-11,(Null),3,0,3,0,0,2.86
2024-11-14,(Null),3,0,3,0,0,2.86
2023-02-04,(Null),3,0,3,0,3,3.14
2023-08-12,(Null),3,0,3,0,3,2.57
2024-10-08,(Null),3,0,3,0,0,3.29
2024-11-29,(Null),3,0,3,0,0,3.14
2024-10-15,(Null),3,0,3,0,0,3.0
2023-04-19,(Null),3,0,3,0,0,2.86
2024-08-14,(Null),3,0,3,0,0,2.86
2024-10-02,(Null),3,0,3,0,0,2.57
2023-07-17,(Null),3,0,3,0,0,3.71
2023-05-26,(Null),3,0,3,0,0,2.14
2023-11-18,(Null),3,0,3,0,3,2.86
2023-12-03,(Null),3,0,3,0,3,5.0
2024-08-03,(Null),4,0,4,0,4,2.14
2023-09-02,(Null),4,0,4,0,4,3.14
2024-10-22,(Null),4,0,4,0,0,4.71
2023-11-27,(Null),4,0,4,0,0,4.71
2024-07-21,(Null),4,0,4,0,4,2.86
2023-06-20,(Null),4,1,3,0,0,2.57
2024-10-14,(Null),4,0,4,0,0,3.0
2023-08-11,(Null),4,0,4,0,0,2.71
2024-06-04,(Null),4,0,4,0,0,2.57
2024-10-12,(Null),4,0,4,0,4,3.29
2023-03-12,(Null),4,0,4,0,4,3.14
2023-06-30,(Null),4,0,4,0,0,3.71
2023-09-06,(Null),4,0,4,0,0,2.71
2023-08-04,(Null),4,0,4,0,0,3.29
2024-06-14,(Null),4,0,4,0,0,2.43
2023-02-28,(Null),4,0,4,0,0,2.71
2023-10-15,(Null),4,0,3,1,4,4.0
2023-11-09,(Null),4,1,3,0,0,4.43
2024-09-06,(Null),4,0,4,0,0,3.43
2023-09-22,(Null),4,0,4,0,0,2.57
2024-11-12,(Null),4,0,4,0,0,3.43
2023-06-10,(Null),4,0,4,0,4,2.0
2023-04-21,(Null),4,0,4,0,0,3.43
2024-09-16,(Null),4,0,4,0,0,3.71
2023-03-06,(Null),4,0,4,0,0,2.71
2022-12-29,(Null),4,0,4,0,0,2.43
2023-02-16,(Null),4,1,3,0,0,2.86
2024-07-06,(Null),4,0,4,0,4,10.0
2023-12-08,(Null),4,0,4,0,0,7.0
2024-05-12,(Null),4,0,3,1,4,3.0
2023-05-10,(Null),4,0,4,0,0,1.57
2023-08-02,(Null),4,0,4,0,0,4.0
2024-11-18,(Null),4,0,4,0,0,3.14
2023-07-13,(Null),4,0,4,0,0,3.0
2024-06-08,(Null),4,0,4,0,4,3.57
2023-08-31,(Null),4,0,4,0,0,3.14
2023-10-27,(Null),4,0,4,0,0,3.43
2023-04-08,(Null),4,0,4,0,4,2.0
2023-07-25,(Null),4,0,4,0,0,3.29
2023-09-23,(Null),4,0,4,0,4,2.86
2024-09-26,(Null),4,0,4,0,0,3.14
2023-07-30,(Null),4,0,4,0,4,3.71
2024-07-25,(Null),4,0,4,0,0,3.71
2023-07-27,(Null),4,0,4,0,0,3.57
2024-08-29,(Null),4,0,4,0,0,3.0
2023-12-13,(Null),4,0,4,0,0,5.0
2023-10-04,(Null),4,0,4,0,0,2.43
2023-10-29,(Null),4,0,4,0,4,3.29
2023-11-07,(Null),4,0,4,0,0,4.14
2023-11-29,(Null),4,1,3,0,0,5.0
2023-11-21,(Null),4,1,3,0,0,2.86
2023-08-26,(Null),4,0,4,0,4,3.0
2024-10-01,(Null),4,0,4,0,0,2.71
2023-09-17,(Null),4,0,4,0,4,3.57
2023-02-12,(Null),4,0,4,0,4,2.57
2023-07-11,(Null),4,0,4,0,0,2.71
2023-01-21,(Null),4,1,3,0,4,2.86
2023-07-07,(Null),4,0,4,0,0,3.86
2023-07-24,(Null),4,2,2,0,0,3.14
2022-12-20,(Null),4,0,4,0,0,2.57
2023-06-23,(Null),4,1,3,0,0,3.29
2024-09-24,(Null),4,1,3,0,0,3.29
2024-07-09,(Null),4,0,4,0,0,6.29
2024-11-19,(Null),4,0,4,0,0,3.14
2022-11-28,(Null),4,0,4,0,0,5.0
2023-03-07,(Null),4,0,4,0,0,2.71
2024-09-11,(Null),4,0,4,0,0,5.43
2024-12-02,(Null),4,0,4,0,0,4.0
2023-01-13,(Null),4,0,4,0,0,3.57
2023-10-14,(Null),4,0,4,0,4,3.86
2024-11-11,(Null),4,0,4,0,0,3.14
2023-09-26,(Null),4,0,4,0,0,2.71
2024-07-19,(Null),4,0,4,0,0,3.71
2024-08-21,(Null),4,0,4,0,0,3.0
2022-12-30,(Null),4,0,4,0,0,2.71
2024-05-09,(Null),4,0,4,0,0,2.57
2024-06-01,(Null),4,0,4,0,4,2.29
2023-06-26,(Null),4,0,4,0,0,4.43
2023-10-13,(Null),4,0,4,0,0,3.43
2023-05-22,(Null),4,0,4,0,0,2.29
2024-07-03,(Null),4,1,3,0,0,9.71
2023-05-30,(Null),4,0,4,0,0,3.0
2024-06-17,(Null),4,0,4,0,0,2.57
2024-09-15,(Null),4,0,4,0,4,3.86
2023-06-02,(Null),4,0,4,0,0,3.86
2024-12-07,(Null),4,0,4,0,4,6.0
2023-06-06,(Null),4,0,4,0,0,3.0
2024-05-08,(Null),4,1,3,0,0,2.14
2024-10-07,(Null),4,0,4,0,0,3.0
2024-05-13,(Null),4,1,3,0,0,3.29
2024-06-12,(Null),4,0,4,0,0,3.29
2023-02-22,(Null),5,0,5,0,0,2.86
2023-10-03,(Null),5,0,5,0,0,2.29
2023-07-20,(Null),5,1,3,1,0,4.0
2024-08-24,(Null),5,0,5,0,5,2.86
2024-09-09,(Null),5,1,4,0,0,4.86
2024-12-15,(Null),5,0,5,0,5,5.86
2024-12-23,(Null),5,0,5,0,0,4.71
2023-04-20,(Null),5,0,5,0,0,3.29
2023-08-21,(Null),5,0,5,0,0,3.57
2023-07-15,(Null),5,0,5,0,5,3.57
2023-11-30,(Null),5,0,5,0,0,5.57
2024-12-20,(Null),5,0,5,0,0,5.57
2023-03-21,(Null),5,0,5,0,0,3.29
2023-05-27,(Null),5,0,5,0,5,2.57
2024-10-05,(Null),5,1,4,0,5,2.71
2023-08-17,(Null),5,0,5,0,0,3.57
2024-09-08,(Null),5,0,5,0,5,4.57
2024-06-21,(Null),5,0,5,0,0,3.57
2024-06-26,(Null),5,0,4,1,0,3.71
2023-03-15,(Null),5,0,5,0,0,3.0
2022-12-18,(Null),5,0,5,0,5,2.57
2023-06-14,(Null),5,0,5,0,0,2.43
2024-12-16,(Null),5,0,5,0,0,5.57
2023-07-19,(Null),5,0,5,0,0,3.86
2023-10-23,(Null),5,0,5,0,0,2.86
2023-10-20,(Null),5,0,5,0,0,3.29
2023-11-22,(Null),5,2,3,0,0,2.71
2023-11-04,(Null),5,0,5,0,5,3.43
2024-10-17,(Null),5,0,5,0,0,3.57
2023-01-17,(Null),5,0,5,0,0,3.43
2024-06-06,(Null),5,0,5,0,0,3.71
2022-12-08,(Null),5,0,5,0,0,3.14
2023-08-29,(Null),5,0,4,1,0,3.14
2022-11-27,(Null),5,0,5,0,5,5.33
2024-05-31,(Null),5,0,5,0,0,2.14
2023-01-06,(Null),5,1,4,0,0,2.57
2023-03-09,(Null),5,0,5,0,0,2.86
2024-09-18,(Null),5,0,5,0,0,3.71
2023-09-15,(Null),5,0,5,0,0,3.29
2023-10-11,(Null),5,0,5,0,0,3.29
2024-06-29,(Null),5,0,4,1,5,4.0
2023-06-24,(Null),5,0,4,1,5,3.71
2024-11-03,(Null),5,0,5,0,5,3.57
2024-11-06,(Null),5,0,5,0,0,2.86
2023-05-03,(Null),5,0,5,0,0,2.57
2023-01-30,(Null),5,0,5,0,0,2.86
2023-06-27,(Null),5,0,5,0,0,4.57
2022-11-29,(Null),5,0,5,0,0,5.0
2024-07-11,(Null),5,0,5,0,0,5.0
2023-07-02,(Null),5,0,5,0,5,4.29
2023-07-14,(Null),5,0,5,0,0,3.14
2022-12-01,(Null),5,0,5,0,0,5.0
2024-12-14,(Null),5,0,5,0,5,5.43
2022-12-07,(Null),5,1,4,0,0,3.14
2022-11-30,(Null),5,0,5,0,0,5.0
2023-11-26,(Null),5,0,5,0,5,4.29
2024-10-28,(Null),5,0,5,0,0,3.86
2024-10-23,(Null),5,0,5,0,0,5.0
2024-11-21,(Null),5,0,5,0,0,3.57
2023-10-06,(Null),6,1,5,0,0,3.29
2023-06-01,(Null),6,0,6,0,0,3.71
2023-12-01,(Null),6,0,6,0,0,5.43
2024-12-18,(Null),6,0,6,0,0,4.71
2024-10-18,(Null),6,0,6,0,0,4.0
2024-10-29,(Null),6,0,6,0,0,4.14
2024-12-03,(Null),6,0,6,0,0,4.57
2024-11-30,(Null),6,0,6,0,6,3.86
2023-01-27,(Null),6,0,6,0,0,2.43
