complaint_date,borough,total_complaints,high_severity_complaints,medium_severity_complaints,other_severity_complaints,weekend_complaints,total_complaints_ma7
2024-04-16,Bronx,356,129,174,53,0,329.14
2024-03-07,Bronx,356,110,206,40,0,341.0
2024-06-08,Bronx,356,131,181,44,356,349.57
2024-10-22,Bronx,356,116,174,66,0,342.57
2024-08-30,Bronx,356,114,187,55,0,355.29
2024-04-12,Bronx,356,110,193,53,0,323.29
2024-07-30,Bronx,356,104,205,47,0,368.0
2024-07-02,Bronx,356,151,156,49,0,337.86
2024-05-28,Bronx,357,115,178,64,0,371.57
2024-07-29,Bronx,357,132,184,41,0,367.71
2024-10-21,Bronx,357,123,173,61,0,337.0
2023-01-05,Bronx,357,128,175,54,0,323.71
2023-09-08,Bronx,357,126,173,58,0,340.0
2023-08-11,Bronx,357,135,159,63,0,335.57
2024-02-15,Bronx,357,111,183,63,0,334.43
2024-10-11,Bronx,358,119,176,63,0,344.0
2023-04-06,Bronx,358,131,163,64,0,324.71
2024-03-12,Bronx,358,104,202,52,0,330.86
2024-07-07,Bronx,358,134,164,60,358,356.86
2023-06-14,Bronx,358,138,159,61,0,347.29
2024-07-03,Bronx,358,136,170,52,0,342.86
2022-11-30,Bronx,359,128,188,43,0,296.14
2024-02-14,Bronx,359,120,179,60,0,333.14
2023-10-19,Bronx,359,129,179,51,0,324.43
2022-12-01,Bronx,359,119,179,61,0,311.0
2024-08-16,Bronx,359,153,159,47,0,346.86
2024-02-06,Bronx,360,127,171,62,0,352.0
2024-06-17,Bronx,360,118,187,55,0,356.14
2024-10-10,Bronx,361,122,180,59,0,351.43
2023-12-15,Bronx,361,117,185,59,0,323.43
2024-06-07,Bronx,361,118,169,74,0,348.43
2024-09-18,Bronx,361,132,180,49,0,376.14
2024-05-15,Bronx,361,131,177,53,0,330.0
2023-07-05,Bronx,361,149,160,52,0,333.43
2023-07-21,Bronx,361,134,174,53,0,338.86
2024-08-28,Bronx,361,134,158,69,0,354.29
2024-01-01,Bronx,362,133,176,53,0,320.14
2024-01-12,Bronx,362,112,197,53,0,316.14
2023-07-18,Bronx,362,121,196,45,0,342.0
2024-06-04,Bronx,362,136,171,55,0,342.29
2024-11-29,Bronx,362,99,211,52,0,334.14
2023-09-12,Bronx,362,129,170,63,0,334.14
2024-07-22,Bronx,362,134,168,60,0,355.0
2024-08-10,Bronx,362,119,182,61,362,338.43
2023-07-20,Bronx,363,141,156,66,0,338.0
2024-11-15,Bronx,363,127,202,34,0,333.0
2024-07-08,Bronx,363,146,164,53,0,354.86
2023-06-10,Bronx,363,131,170,62,363,350.43
2023-11-03,Bronx,363,137,174,52,0,330.0
2024-07-17,Bronx,364,131,173,60,0,360.43
2024-06-24,Bronx,364,124,189,51,0,353.0
2023-10-06,Bronx,364,132,181,51,0,362.29
2024-06-14,Bronx,365,133,183,49,0,357.0
2024-05-23,Bronx,365,140,161,64,0,353.29
2023-09-05,Bronx,365,140,176,49,0,342.71
2023-06-06,Bronx,366,129,180,57,0,348.43
2023-06-23,Bronx,366,129,177,60,0,347.57
2023-08-09,Bronx,366,137,176,53,0,333.71
2023-12-29,Bronx,367,150,170,47,0,309.71
2023-11-24,Bronx,367,116,202,49,0,309.43
2024-01-24,Bronx,367,104,191,72,0,323.29
2024-07-31,Bronx,367,139,170,58,0,370.57
2023-10-02,Bronx,367,118,194,55,0,321.0
2024-02-02,Bronx,367,110,196,61,0,346.86
2023-05-05,Bronx,367,136,180,51,0,340.57
2024-09-19,Bronx,368,111,189,68,0,371.14
2023-06-08,Bronx,368,147,174,47,0,344.71
2024-11-07,Bronx,368,129,172,67,0,357.71
2024-09-09,Bronx,368,123,181,64,0,354.43
2024-07-25,Bronx,368,124,183,61,0,354.43
2024-08-24,Bronx,368,129,186,53,368,339.14
2023-07-07,Bronx,368,142,167,59,0,344.14
2024-03-14,Bronx,368,133,188,47,0,331.14
2023-02-15,Bronx,368,116,189,63,0,314.0
2024-07-13,Bronx,369,144,176,49,369,369.43
2024-10-03,Bronx,370,127,181,62,0,355.0
2024-06-25,Bronx,370,135,176,59,0,356.71
2024-06-09,Bronx,370,136,175,59,370,353.57
2023-07-01,Bronx,370,143,180,47,370,333.0
2024-05-26,Bronx,371,130,183,58,371,369.43
2024-08-14,Bronx,371,123,188,60,0,352.43
2024-04-05,Bronx,371,122,184,65,0,308.29
2023-11-09,Bronx,371,127,177,67,0,336.71
2023-03-30,Bronx,371,108,199,64,0,325.43
2023-01-13,Bronx,372,126,190,56,0,315.0
2023-01-20,Bronx,372,126,183,63,0,309.0
2023-10-11,Bronx,372,130,184,58,0,355.71
2024-09-05,Bronx,372,146,175,51,0,343.71
2023-05-18,Bronx,372,119,201,52,0,359.71
2024-09-15,Bronx,373,132,196,45,373,378.29
2023-11-15,Bronx,374,124,194,56,0,328.43
2024-07-28,Bronx,374,144,190,40,374,368.43
2023-06-22,Bronx,374,135,189,50,0,349.71
2023-05-09,Bronx,374,131,175,68,0,347.29
2023-05-01,Bronx,375,123,176,76,0,322.86
2024-10-23,Bronx,375,142,190,43,0,354.71
2024-05-25,Bronx,375,133,185,57,375,363.14
2024-05-01,Bronx,375,142,176,57,0,326.43
2024-06-19,Bronx,375,143,186,46,0,354.86
2023-11-01,Bronx,375,137,190,48,0,335.29
2024-10-25,Bronx,376,143,181,52,0,357.0
2024-06-21,Bronx,376,139,186,51,0,355.71
2024-07-20,Bronx,377,132,181,64,377,354.14
2024-07-01,Bronx,377,147,179,51,0,339.86
2024-03-15,Bronx,377,110,210,57,0,335.29
2024-07-16,Bronx,377,132,189,56,0,364.57
2023-05-26,Bronx,378,126,198,54,0,347.57
2023-09-01,Bronx,379,150,172,57,0,338.0
2024-10-30,Bronx,379,154,165,60,0,342.43
2024-07-09,Bronx,380,160,154,66,0,358.29
2024-07-27,Bronx,380,132,199,49,380,362.71
2023-11-17,Bronx,380,140,177,63,0,332.14
2023-06-20,Bronx,381,129,195,57,0,346.86
2023-05-12,Bronx,381,141,183,57,0,337.29
2023-06-16,Bronx,381,135,194,52,0,348.43
2023-05-16,Bronx,381,115,200,66,0,343.29
2024-06-05,Bronx,381,139,175,67,0,348.57
2023-07-12,Bronx,382,162,168,52,0,348.14
2023-10-25,Bronx,382,114,212,56,0,339.86
2023-08-18,Bronx,382,148,177,57,0,339.29
2024-09-06,Bronx,383,142,178,63,0,347.57
2024-01-11,Bronx,383,125,185,73,0,314.43
2023-10-03,Bronx,383,124,199,60,0,332.0
2024-11-20,Bronx,383,136,199,48,0,339.57
2024-01-26,Bronx,384,139,197,48,0,329.0
2024-11-06,Bronx,384,123,197,64,0,355.43
2024-07-12,Bronx,385,130,188,67,0,363.43
2024-08-19,Bronx,385,144,187,54,0,345.0
2024-10-18,Bronx,386,147,182,57,0,324.0
2024-08-27,Bronx,386,156,170,60,0,347.43
2024-06-12,Bronx,387,140,179,68,0,352.14
2024-11-27,Bronx,387,133,195,59,0,342.57
2023-01-01,Bronx,387,134,189,64,387,298.57
2024-05-03,Bronx,387,134,199,54,0,336.86
2024-05-24,Bronx,388,152,180,56,0,359.14
2024-11-25,Bronx,388,138,192,58,0,345.71
2023-09-13,Bronx,389,150,191,48,0,340.14
2024-08-09,Bronx,389,156,172,61,0,337.43
2024-09-13,Bronx,390,154,190,46,0,360.29
2024-05-08,Bronx,391,146,186,59,0,335.43
2024-10-01,Bronx,391,153,174,64,0,334.14
2023-05-23,Bronx,391,139,192,60,0,354.57
2023-10-10,Bronx,392,132,204,56,0,352.57
2024-07-26,Bronx,392,139,193,60,0,362.29
2024-07-10,Bronx,393,145,182,66,0,363.29
2024-05-22,Bronx,394,142,188,64,0,351.86
2024-07-05,Bronx,394,131,207,56,0,354.29
2023-06-01,Bronx,394,132,210,52,0,346.14
2024-08-02,Bronx,396,135,195,66,0,380.71
2024-02-16,Bronx,397,126,202,69,0,334.14
2024-03-01,Bronx,397,145,199,53,0,318.14
2024-11-01,Bronx,399,137,199,63,0,345.57
2024-04-19,Bronx,399,143,198,58,0,332.71
2024-02-09,Bronx,399,148,191,60,0,345.71
2023-05-03,Bronx,400,136,209,55,0,338.57
2023-05-17,Bronx,401,137,191,73,0,351.43
2024-09-12,Bronx,403,132,216,55,0,359.29
2023-02-01,Bronx,405,137,213,55,0,318.57
2023-12-01,Bronx,408,140,211,57,0,318.86
2024-10-02,Bronx,409,144,209,56,0,347.86
2024-10-04,Bronx,410,147,201,62,0,366.14
2023-12-08,Bronx,410,131,238,41,0,327.0
2024-09-20,Bronx,418,147,213,58,0,375.14
2023-10-05,Bronx,419,142,211,66,0,350.0
2024-09-14,Bronx,426,150,217,59,426,374.0
2024-02-01,Bronx,430,150,221,59,0,349.29
2024-08-01,Bronx,435,154,215,66,0,380.14
2024-12-25,Brooklyn,215,61,99,55,0,309.43
2024-12-31,Brooklyn,236,70,115,51,0,308.0
2022-12-25,Brooklyn,257,81,115,61,257,339.43
2022-12-24,Brooklyn,261,87,132,42,261,347.14
2024-12-24,Brooklyn,263,73,139,51,0,331.0
2024-11-28,Brooklyn,263,67,142,54,0,396.71
2023-11-23,Brooklyn,282,103,132,47,0,380.29
2022-11-24,Brooklyn,284,98,124,62,0,284.0
2024-12-22,Brooklyn,293,77,161,55,293,348.57
2022-12-26,Brooklyn,298,101,129,68,0,330.71
2024-12-27,Brooklyn,300,90,168,42,0,295.14
2022-12-18,Brooklyn,311,107,157,47,311,390.0
2024-12-16,Brooklyn,316,75,189,52,0,376.57
2023-12-31,Brooklyn,316,109,154,53,316,361.29
2023-04-30,Brooklyn,320,99,164,57,320,402.14
2024-12-23,Brooklyn,323,88,171,64,0,349.57
2023-12-25,Brooklyn,326,109,145,72,0,393.29
2024-12-21,Brooklyn,328,85,171,72,328,356.43
2023-02-04,Brooklyn,328,116,158,54,328,397.0
2022-12-11,Brooklyn,330,93,176,61,330,396.43
2023-01-22,Brooklyn,331,120,161,50,331,411.29
2024-12-28,Brooklyn,331,102,174,55,331,295.57
2023-02-05,Brooklyn,333,101,163,69,333,396.14
2024-03-31,Brooklyn,336,118,151,67,336,397.29
2024-03-10,Brooklyn,336,102,176,58,336,408.57
2024-01-07,Brooklyn,336,122,168,46,336,418.86
2024-03-23,Brooklyn,337,90,176,71,337,395.86
2024-03-17,Brooklyn,337,91,196,50,337,435.43
2023-02-22,Brooklyn,338,119,169,50,0,381.71
2023-03-19,Brooklyn,339,119,153,67,339,401.0
2023-01-29,Brooklyn,339,118,165,56,339,390.86
2023-12-27,Brooklyn,340,103,189,48,0,376.14
2023-03-12,Brooklyn,341,113,179,49,341,405.0
2022-12-04,Brooklyn,341,121,157,63,341,404.57
2024-12-26,Brooklyn,344,106,183,55,0,306.14
2024-01-14,Brooklyn,345,110,183,52,345,399.29
2023-09-24,Brooklyn,346,122,153,71,346,396.14
2023-11-19,Brooklyn,346,107,181,58,346,417.43
2024-12-15,Brooklyn,348,112,179,57,348,386.57
2022-11-27,Brooklyn,349,121,175,53,349,360.75
2023-09-18,Brooklyn,352,108,178,66,0,424.57
2023-09-29,Brooklyn,352,110,172,70,0,384.14
2022-12-23,Brooklyn,353,121,182,50,0,368.43
2024-01-16,Brooklyn,353,115,176,62,0,391.29
2023-04-23,Brooklyn,354,126,158,70,354,421.43
2023-12-28,Brooklyn,354,120,180,54,0,369.0
2023-02-27,Brooklyn,356,121,176,59,0,377.29
2022-12-12,Brooklyn,356,119,183,54,0,389.29
2023-12-26,Brooklyn,356,117,178,61,0,385.29
2023-09-25,Brooklyn,357,100,184,73,0,396.86
2023-12-10,Brooklyn,358,114,178,66,358,428.43
2022-12-19,Brooklyn,359,133,167,59,0,390.43
2024-01-13,Brooklyn,360,129,160,71,360,398.0
2024-02-13,Brooklyn,361,120,187,54,0,421.86
2024-09-29,Brooklyn,361,123,185,53,361,423.29
2023-10-08,Brooklyn,361,123,169,69,361,435.43
2024-01-21,Brooklyn,361,121,194,46,361,384.57
2024-12-29,Brooklyn,362,104,184,74,362,305.43
2024-11-03,Brooklyn,362,124,174,64,362,436.57
2023-02-28,Brooklyn,362,110,186,66,0,374.43
2024-03-24,Brooklyn,362,110,188,64,362,399.43
2024-04-07,Brooklyn,362,127,162,73,362,407.71
2022-12-29,Brooklyn,363,113,204,46,0,328.0
2024-10-13,Brooklyn,363,90,209,64,363,439.86
2023-03-26,Brooklyn,364,119,173,72,364,403.0
2023-03-06,Brooklyn,364,124,169,71,0,408.57
2024-02-19,Brooklyn,364,112,185,67,0,384.86
2023-01-02,Brooklyn,365,116,189,60,0,387.43
2024-01-09,Brooklyn,365,118,190,57,0,402.14
2023-01-23,Brooklyn,365,119,185,61,0,410.71
2023-01-28,Brooklyn,365,123,173,69,365,389.71
2023-04-10,Brooklyn,366,127,179,60,0,423.86
2023-01-14,Brooklyn,366,127,184,55,366,417.29
2024-01-28,Brooklyn,366,105,190,71,366,433.57
2024-12-18,Brooklyn,366,108,185,73,0,371.57
2024-11-21,Brooklyn,367,93,211,63,0,416.0
2024-12-19,Brooklyn,367,96,206,65,0,366.86
2024-02-04,Brooklyn,367,129,188,50,367,436.43
2023-09-17,Brooklyn,367,118,173,76,367,430.86
2024-11-09,Brooklyn,368,100,216,52,368,438.86
2024-01-15,Brooklyn,368,129,172,67,0,393.0
2022-12-22,Brooklyn,368,127,183,58,0,373.14
2024-12-01,Brooklyn,368,116,207,45,368,389.29
2024-12-30,Brooklyn,368,108,175,85,0,311.86
2023-12-18,Brooklyn,368,106,179,83,0,397.86
2024-02-24,Brooklyn,368,124,179,65,368,396.57
2023-05-20,Brooklyn,369,127,180,62,369,426.71
2023-01-16,Brooklyn,369,112,189,68,0,405.14
2024-12-08,Brooklyn,370,114,193,63,370,408.71
2023-02-19,Brooklyn,371,128,188,55,371,413.14
2023-03-04,Brooklyn,371,122,202,47,371,404.29
2023-09-23,Brooklyn,371,116,182,73,371,399.14
2024-02-25,Brooklyn,371,108,200,63,371,395.0
2024-04-02,Brooklyn,372,129,169,74,0,396.0
2023-02-12,Brooklyn,373,130,178,65,373,413.29
2023-11-25,Brooklyn,374,126,183,65,374,373.0
2023-10-09,Brooklyn,374,118,184,72,0,424.0
2023-02-26,Brooklyn,374,106,207,61,374,380.43
2022-12-27,Brooklyn,375,122,176,77,0,330.0
2024-12-14,Brooklyn,375,96,230,49,375,389.71
2023-12-17,Brooklyn,375,112,193,70,375,404.71
2024-01-06,Brooklyn,376,129,178,69,376,416.0
2022-12-31,Brooklyn,376,109,191,76,376,347.71
2024-04-03,Brooklyn,376,132,182,62,0,386.29
2024-01-20,Brooklyn,376,122,198,56,376,382.29
2022-12-30,Brooklyn,376,129,170,77,0,331.29
2024-12-20,Brooklyn,377,114,201,62,0,363.14
2023-08-20,Brooklyn,377,94,204,79,377,414.0
2024-03-16,Brooklyn,377,140,189,48,377,435.29
2023-10-14,Brooklyn,377,129,180,68,377,411.43
2023-02-20,Brooklyn,378,108,193,77,0,405.29
2024-12-02,Brooklyn,378,116,197,65,0,380.86
2024-04-25,Brooklyn,378,126,194,58,0,407.43
2022-12-10,Brooklyn,378,114,192,72,378,398.0
2023-12-24,Brooklyn,378,120,196,62,378,399.29
2023-08-27,Brooklyn,378,114,193,71,378,415.14
2024-07-19,Brooklyn,379,144,170,65,0,422.14
2022-12-20,Brooklyn,380,134,182,64,0,387.14
2024-09-23,Brooklyn,380,114,195,71,0,443.14
2023-11-27,Brooklyn,381,122,192,67,0,376.86
2024-02-11,Brooklyn,381,129,196,56,381,435.57
2023-06-04,Brooklyn,381,123,175,83,381,438.14
2023-01-15,Brooklyn,381,152,180,49,381,416.14
2024-09-28,Brooklyn,381,124,201,56,381,433.0
2023-02-16,Brooklyn,381,116,207,58,0,420.57
2023-04-09,Brooklyn,381,131,184,66,381,430.71
2024-10-14,Brooklyn,381,116,206,59,0,434.71
2023-02-21,Brooklyn,382,126,180,76,0,394.86
2024-07-28,Brooklyn,382,114,201,67,382,429.0
2024-02-18,Brooklyn,382,128,185,69,382,393.86
2023-03-25,Brooklyn,382,129,195,58,382,399.43
2024-03-09,Brooklyn,382,107,219,56,382,415.43
2023-11-05,Brooklyn,382,115,196,71,382,437.14
2022-11-30,Brooklyn,383,133,185,65,0,376.43
2024-02-22,Brooklyn,383,134,194,55,0,395.43
2023-02-24,Brooklyn,383,119,207,57,0,382.29
2023-01-25,Brooklyn,383,104,201,78,0,394.29
2024-03-03,Brooklyn,384,111,205,68,384,417.29
2024-03-21,Brooklyn,384,122,195,67,0,419.0
2024-07-14,Brooklyn,384,104,211,69,384,442.43
2023-04-29,Brooklyn,384,127,201,56,384,407.0
2023-12-14,Brooklyn,384,116,215,53,0,411.71
2023-09-30,Brooklyn,385,131,185,69,385,386.14
2024-11-10,Brooklyn,385,122,198,65,385,442.14
2023-12-03,Brooklyn,385,122,192,71,385,413.14
2023-11-26,Brooklyn,385,118,189,78,385,378.57
2023-03-16,Brooklyn,385,128,193,64,0,404.14
2024-09-08,Brooklyn,385,122,194,69,385,444.29
2023-08-05,Brooklyn,386,121,216,49,386,438.86
2024-12-05,Brooklyn,386,132,189,65,0,402.57
2022-12-16,Brooklyn,386,144,180,62,0,388.14
2024-12-09,Brooklyn,386,122,196,68,0,409.86
2024-12-11,Brooklyn,386,126,204,56,0,398.86
2024-03-02,Brooklyn,387,130,196,61,387,415.43
2024-03-28,Brooklyn,387,135,182,70,0,393.57
2023-03-14,Brooklyn,387,121,181,85,0,405.43
2023-05-28,Brooklyn,387,134,187,66,387,424.14
2024-04-21,Brooklyn,387,128,184,75,387,430.14
2023-04-02,Brooklyn,388,123,189,76,388,421.43
2024-05-12,Brooklyn,388,119,193,76,388,436.14
2023-04-22,Brooklyn,388,127,200,61,388,427.29
2024-02-17,Brooklyn,389,121,200,68,389,393.71
2023-10-15,Brooklyn,389,125,199,65,389,415.43
2023-01-08,Brooklyn,389,114,205,70,389,422.29
2022-12-28,Brooklyn,389,112,208,69,0,328.71
2023-08-13,Brooklyn,389,124,207,58,389,433.57
2023-01-19,Brooklyn,390,114,215,61,0,408.71
2023-03-13,Brooklyn,390,116,195,79,0,408.71
2024-01-17,Brooklyn,390,113,212,65,0,378.43
2023-05-14,Brooklyn,390,130,204,56,390,441.57
2023-02-25,Brooklyn,390,124,200,66,390,380.0
2024-04-22,Brooklyn,390,118,203,69,0,422.71
2024-11-11,Brooklyn,390,108,206,76,0,435.14
2023-02-09,Brooklyn,391,134,161,96,0,387.29
2023-04-25,Brooklyn,391,127,194,70,0,411.86
2022-12-15,Brooklyn,391,124,205,62,0,394.43
2024-02-26,Brooklyn,392,116,209,67,0,399.0
2024-03-05,Brooklyn,392,128,202,62,0,417.86
2024-03-30,Brooklyn,392,126,198,68,392,401.0
2024-04-11,Brooklyn,392,128,201,63,0,424.14
2024-03-25,Brooklyn,392,130,184,78,0,390.43
2023-05-21,Brooklyn,392,134,176,82,392,427.0
2023-08-06,Brooklyn,392,126,197,69,392,437.57
2023-07-18,Brooklyn,392,154,185,53,0,436.14
2022-11-28,Brooklyn,392,115,211,66,0,367.0
2024-12-17,Brooklyn,393,113,216,64,0,374.43
2023-11-20,Brooklyn,393,129,188,76,0,416.14
2023-07-09,Brooklyn,393,116,200,77,393,433.43
2023-10-21,Brooklyn,393,120,203,70,393,428.14
2023-09-16,Brooklyn,394,128,189,77,394,438.43
2023-05-24,Brooklyn,394,113,219,62,0,420.57
2024-02-16,Brooklyn,394,123,196,75,0,396.71
2023-11-12,Brooklyn,394,114,202,78,394,432.29
2023-07-16,Brooklyn,395,145,179,71,395,436.43
2023-05-07,Brooklyn,395,113,198,84,395,447.43
2023-11-28,Brooklyn,395,140,205,50,0,374.86
2023-08-24,Brooklyn,395,140,193,62,0,411.71
2024-08-06,Brooklyn,395,139,188,68,0,442.0
2024-04-20,Brooklyn,395,126,198,71,395,431.43
2024-04-18,Brooklyn,395,118,209,68,0,425.57
2023-04-16,Brooklyn,395,125,196,74,395,423.29
2024-06-30,Brooklyn,395,125,208,62,395,450.57
2023-04-11,Brooklyn,395,134,185,76,0,412.57
2024-11-17,Brooklyn,396,123,204,69,396,423.57
2024-02-29,Brooklyn,396,135,194,67,0,399.0
2023-03-05,Brooklyn,396,125,200,71,396,407.43
2024-04-28,Brooklyn,396,129,198,69,396,402.71
2023-09-11,Brooklyn,396,127,192,77,0,426.57
2024-08-12,Brooklyn,396,133,204,59,0,431.0
2022-12-03,Brooklyn,396,127,195,74,396,405.71
2024-04-14,Brooklyn,396,117,213,66,396,424.29
2024-04-13,Brooklyn,397,124,219,54,397,419.43
2023-11-22,Brooklyn,397,128,199,70,0,403.29
2024-05-26,Brooklyn,397,122,210,65,397,457.71
2024-07-27,Brooklyn,397,117,199,81,397,434.29
2023-12-13,Brooklyn,397,123,190,84,0,414.57
2023-08-07,Brooklyn,397,132,215,50,0,434.43
2023-03-30,Brooklyn,397,116,205,76,0,413.43
2023-12-16,Brooklyn,397,129,202,66,397,402.29
2024-11-18,Brooklyn,397,118,196,83,0,424.57
2022-12-21,Brooklyn,398,140,198,60,0,376.43
2023-04-15,Brooklyn,398,116,200,82,398,421.29
2023-01-30,Brooklyn,398,136,191,71,0,395.57
2023-11-18,Brooklyn,398,140,179,79,398,424.29
2023-11-04,Brooklyn,398,129,205,64,398,442.29
2024-11-24,Brooklyn,399,131,194,74,399,412.43
2024-04-23,Brooklyn,399,119,211,69,0,416.0
2023-09-21,Brooklyn,399,146,198,55,0,404.43
2024-12-12,Brooklyn,400,106,221,73,0,400.86
2023-08-22,Brooklyn,400,136,209,55,0,412.86
2023-08-14,Brooklyn,400,128,194,78,0,434.0
2022-12-06,Brooklyn,400,116,220,64,0,404.14
2022-11-26,Brooklyn,401,131,207,63,401,364.67
2023-03-22,Brooklyn,401,130,192,79,0,400.71
2023-07-30,Brooklyn,401,141,181,79,401,443.0
2024-08-11,Brooklyn,401,134,190,77,401,440.43
2023-01-10,Brooklyn,401,151,197,53,0,430.0
2023-04-28,Brooklyn,402,135,192,75,0,407.57
2023-06-29,Brooklyn,402,145,197,60,0,436.29
2023-02-03,Brooklyn,402,142,183,77,0,402.29
2024-07-20,Brooklyn,402,123,213,66,402,417.0
2024-02-14,Brooklyn,402,133,205,64,0,414.71
2023-07-23,Brooklyn,402,131,203,68,402,440.57
2024-02-15,Brooklyn,402,137,205,60,0,409.57
2023-11-13,Brooklyn,402,138,185,79,0,428.71
2023-03-21,Brooklyn,402,141,192,69,0,409.14
2023-12-23,Brooklyn,402,139,205,58,402,398.86
2024-10-27,Brooklyn,403,125,205,73,403,445.29
2023-01-12,Brooklyn,403,139,190,74,0,420.57
2022-12-13,Brooklyn,403,107,227,69,0,389.71
2024-08-04,Brooklyn,403,124,208,71,403,440.57
2024-12-13,Brooklyn,403,114,226,63,0,397.57
2024-09-07,Brooklyn,403,119,213,71,403,452.14
2023-08-17,Brooklyn,403,140,206,57,0,422.57
2024-02-27,Brooklyn,403,121,216,66,0,392.86
2023-09-07,Brooklyn,403,136,212,55,0,448.0
2024-11-16,Brooklyn,403,144,205,54,403,422.0
2023-12-21,Brooklyn,404,132,198,74,0,402.29
2024-04-06,Brooklyn,404,126,212,66,404,404.0
2022-12-02,Brooklyn,404,137,199,68,0,406.43
2024-11-29,Brooklyn,404,121,216,67,0,396.14
2023-12-07,Brooklyn,404,123,209,72,0,430.14
2024-06-16,Brooklyn,404,127,207,70,404,464.0
2024-11-12,Brooklyn,404,137,204,63,0,430.29
2023-12-20,Brooklyn,404,128,214,62,0,399.43
2023-01-06,Brooklyn,405,153,185,67,0,427.71
2023-07-06,Brooklyn,405,126,200,79,0,442.43
2024-01-11,Brooklyn,405,136,194,75,0,402.86
2023-11-11,Brooklyn,405,128,204,73,405,430.57
2024-08-23,Brooklyn,405,134,209,62,0,430.29
2023-06-17,Brooklyn,406,144,196,66,406,446.86
2023-02-18,Brooklyn,406,140,197,69,406,413.43
2022-12-05,Brooklyn,406,137,192,77,0,406.57
2024-10-17,Brooklyn,406,143,203,60,0,431.14
2024-03-04,Brooklyn,407,136,201,70,0,419.43
2024-03-29,Brooklyn,407,142,202,63,0,393.14
2023-12-29,Brooklyn,407,161,176,70,0,366.14
2023-08-26,Brooklyn,407,153,193,61,407,415.0
2023-06-19,Brooklyn,407,140,194,73,0,443.29
2024-12-10,Brooklyn,408,107,236,65,0,405.29
2023-08-19,Brooklyn,408,153,192,63,408,415.71
2024-07-30,Brooklyn,408,128,212,68,0,429.43
2024-11-22,Brooklyn,408,117,234,57,0,408.43
2023-10-22,Brooklyn,408,130,205,73,408,430.86
2023-05-04,Brooklyn,408,153,190,65,0,422.43
2023-11-07,Brooklyn,408,140,200,68,0,431.43
2023-12-12,Brooklyn,408,126,220,62,0,417.57
2024-05-04,Brooklyn,408,135,195,78,408,435.57
2023-11-21,Brooklyn,409,145,200,64,0,412.14
2022-11-25,Brooklyn,409,133,208,68,0,346.5
2023-05-22,Brooklyn,409,133,204,72,0,424.57
2023-03-18,Brooklyn,409,137,210,62,409,401.29
2023-03-07,Brooklyn,410,148,210,52,0,415.43
2024-03-22,Brooklyn,410,131,207,72,0,401.57
2024-02-10,Brooklyn,410,147,194,69,410,433.57
2023-08-28,Brooklyn,410,122,210,78,0,408.86
2023-11-24,Brooklyn,410,139,205,66,0,376.43
2022-12-17,Brooklyn,410,139,201,70,410,392.71
2024-02-21,Brooklyn,410,140,217,53,0,398.14
2023-09-03,Brooklyn,411,134,212,65,411,443.14
2024-11-30,Brooklyn,411,123,225,63,411,393.71
2023-11-30,Brooklyn,411,147,194,70,0,396.0
2023-03-23,Brooklyn,411,125,208,78,0,404.43
2024-10-06,Brooklyn,411,130,220,61,411,456.43
2023-03-09,Brooklyn,411,135,205,71,0,405.0
2024-01-08,Brooklyn,412,144,194,74,0,410.14
2023-12-19,Brooklyn,412,123,206,83,0,398.43
2024-01-22,Brooklyn,413,133,201,79,0,391.0
2024-08-27,Brooklyn,413,133,214,66,0,428.86
2023-10-12,Brooklyn,413,140,190,83,0,424.29
2024-02-03,Brooklyn,413,140,215,58,413,436.29
2023-02-06,Brooklyn,414,147,192,75,0,398.43
2022-12-08,Brooklyn,414,126,215,73,0,396.86
2023-04-08,Brooklyn,414,140,197,77,414,431.71
2024-04-24,Brooklyn,414,136,214,64,0,409.86
2023-04-03,Brooklyn,414,140,191,83,0,420.43
2023-10-19,Brooklyn,415,129,211,75,0,419.86
2023-08-18,Brooklyn,415,142,215,58,0,420.43
2023-01-31,Brooklyn,415,131,225,59,0,394.29
2024-08-28,Brooklyn,415,120,219,76,0,425.57
2024-10-20,Brooklyn,415,112,222,81,415,432.14
2024-11-27,Brooklyn,415,119,221,75,0,411.57
2023-07-02,Brooklyn,415,128,219,68,415,442.14
2023-04-01,Brooklyn,415,148,207,60,415,418.0
2023-11-29,Brooklyn,416,134,215,67,0,377.57
2024-08-19,Brooklyn,416,156,181,79,0,459.0
2024-07-23,Brooklyn,416,120,229,67,0,417.86
2023-12-11,Brooklyn,416,140,201,75,0,422.29
2023-02-17,Brooklyn,416,150,199,67,0,416.57
2023-09-19,Brooklyn,417,145,198,74,0,412.86
2023-01-07,Brooklyn,417,130,214,73,417,433.57
2022-11-29,Brooklyn,417,134,204,79,0,375.33
2024-10-07,Brooklyn,417,120,219,78,0,454.0
2024-08-22,Brooklyn,417,133,233,51,0,443.0
2024-11-20,Brooklyn,417,116,224,77,0,429.14
2023-05-29,Brooklyn,417,124,214,79,0,425.29
2023-09-27,Brooklyn,417,145,220,52,0,396.14
2024-09-21,Brooklyn,417,134,194,89,417,456.0
2022-12-07,Brooklyn,417,140,214,63,0,409.0
2024-01-18,Brooklyn,417,127,208,82,0,380.14
2023-12-02,Brooklyn,417,135,219,63,417,413.14
2024-06-17,Brooklyn,417,122,223,72,0,461.86
